local-authority-code,highly-rural,rural,urban,ruc-cluster-label
ABC,0.40749296484522657,0.10256158968830648,0.48994544546646696,Sparse and rural
ABD,0.4916925079438,0.21246506642165308,0.29584242563454693,Sparse and rural
ABE,0.0024576901211352605,0.06001661783355928,0.9375256920453054,Urban
ADU,0.0,0.0,1.0,Urban
AGB,0.46974496331664145,0.35218353324793295,0.17807150343542563,Sparse and rural
AGY,0.42312579415501905,0.40582213782961896,0.171052068015362,Rural
ALL,0.27093626292693407,0.4457503503442068,0.28331338672885914,Rural
AMB,0.09329910181276191,0.09485200589947482,0.8118488922877632,Urban with rural areas
AND,0.17033489279233685,0.226716124970683,0.6029489822369801,Urban with rural areas
ANN,0.19437709030100334,0.17449832775919732,0.6311245819397994,Urban with rural areas
ANS,0.274552495697074,0.11356282271944923,0.6118846815834768,Urban with rural areas
ARU,0.046647756254743156,0.1121250575399047,0.8412271862053522,Urban
ASF,0.2361880152577827,0.1332056724498585,0.6306063122923588,Urban with rural areas
ASH,0.0,0.0,1.0,Urban
BAB,0.36743230909644053,0.32740449389369375,0.3051631970098657,Rural
BAE,0.22968865731872398,0.18678006793859986,0.5835312747426762,Urban with rural areas
BAI,0.0,0.0,1.0,Urban
BAN,0.12341008709834525,0.1438198683897566,0.7327700445118982,Urban with rural areas
BAR,0.0,0.33265223940700084,0.6673477605929992,Urban with rural areas
BAS,0.12130462226177295,0.0783414906716611,0.800353887066566,Urban with rural areas
BBD,0.02012077811030355,0.021116128687473278,0.9587630932022232,Urban
BDF,0.16828243658103087,0.1517381067793089,0.6799794566396602,Urban with rural areas
BDG,0.0,0.0,1.0,Urban
BEN,0.0,0.0,1.0,Urban
BEX,0.0,0.0,1.0,Urban
BFS,0.0,0.004784096271826333,0.9952159037281737,Urban
BGE,0.029078742459996327,0.17047378764901494,0.8004474698909887,Urban with rural areas
BGW,0.0,0.10376170164037675,0.8962382983596232,Urban
BIR,0.0,0.0,1.0,Urban
BLA,0.02535311151823178,0.1770383941059433,0.7976084943758249,Urban with rural areas
BNE,0.0,0.0,1.0,Urban
BNH,0.0,0.0,1.0,Urban
BNS,0.03285183054774655,0.05693372112806138,0.9102144483241921,Urban
BOL,0.0,0.0,1.0,Urban
BOS,0.04526948188972468,0.4114346714331819,0.5432958466770934,Rural
BOT,0.1999914497028772,0.12047368646060451,0.6795348638365183,Urban with rural areas
BPC,0.0,0.0,1.0,Urban
BPL,0.0,0.0,1.0,Urban
BRA,0.17200728683389688,0.20166574925952138,0.6263269639065817,Urban with rural areas
BRC,0.012068641930982709,0.0,0.9879313580690173,Urban
BRD,0.0028511827128290253,0.05124162615603509,0.9459071911311359,Urban
BRE,0.36179698216735257,0.20699731367169638,0.43120570416095105,Sparse and rural
BRM,0.1232566754437781,0.06424645327940248,0.8124968712768195,Urban with rural areas
BRO,0.1970668970737787,0.2904429474778832,0.5124901554483381,Rural
BRT,0.0,0.0,1.0,Urban
BRW,0.0802248737357344,0.18036639358097142,0.7394087326832942,Urban with rural areas
BRX,0.0,0.0,1.0,Urban
BRY,0.009911655673775938,0.0,0.9900883443262241,Urban
BST,0.0,0.0,1.0,Urban
BUC,0.1363615473562107,0.18494300268579505,0.6786954499579942,Urban with rural areas
BUN,0.012393162393162393,0.01839856050382366,0.9692082771030139,Urban
BUR,0.015702392795434315,0.016320226189852873,0.9679773810147129,Urban
CAB,0.0,0.0,1.0,Urban
CAN,0.016633254599948393,0.07425418312459062,0.909112562275461,Urban
CAR,0.19252286571339186,0.08435929995031193,0.7231178343362962,Urban with rural areas
CAS,0.0,0.0,1.0,Urban
CAT,0.0742046265281691,0.08223998452180853,0.8435553889500224,Urban
CAY,0.038641446914262044,0.18291315753140963,0.7784453955543283,Urban with rural areas
CBF,0.10308403314764003,0.2796243175078296,0.6172916493445304,Urban with rural areas
CCG,0.4961167528459887,0.18391748876447156,0.3199657583895397,Sparse and rural
CGN,0.6044707338881629,0.16552720269619645,0.2300020634156407,Sparse and rural
CHA,0.06002119977831704,0.07800872742142899,0.861970072800254,Urban
CHE,0.14504675232720382,0.046570107665715656,0.8083831400070806,Urban with rural areas
CHI,0.2666578606279256,0.2600780985560848,0.47326404081598955,Rural
CHL,0.08502814090633899,0.09872861403233402,0.816243245061327,Urban with rural areas
CHO,0.11512823983217162,0.17116126412668337,0.713710496041145,Urban with rural areas
CHR,0.23917131219975682,0.07825093187511212,0.682577755925131,Urban with rural areas
CHS,0.0,0.01325071496663489,0.9867492850333651,Urban
CHT,0.0,0.0,1.0,Urban
CHW,0.10698077074424828,0.1478498619819221,0.7451693672738297,Urban with rural areas
CLD,0.05923246080726396,0.10484500248279775,0.8359225367099383,Urban
CLK,0.12574699262708575,0.47605743112145904,0.3981955762514552,Rural
CMD,0.0,0.0,1.0,Urban
CMN,0.31262746926169804,0.1868666267594069,0.500505903978895,Urban with rural areas
COL,0.0784413423315152,0.19634731338530914,0.7252113442831757,Urban with rural areas
CON,0.3179564519697039,0.28292700911903196,0.39911653891126414,Rural
COP,0.16744643092853057,0.44585893844506697,0.38669463062640247,Rural
COT,0.36505975829605397,0.40571097905677594,0.2292292626471701,Rural
COV,0.0,0.0,1.0,Urban
CRA,0.2804067061005915,0.30893213398200975,0.41066115991739877,Rural
CRF,0.0,0.013314145700634772,0.9866858542993652,Urban
CRW,0.0,0.0,1.0,Urban
CRY,0.0,0.0,1.0,Urban
CWY,0.12287228142624336,0.18239294216018362,0.6947347764135731,Urban with rural areas
DAC,0.058838352836272236,0.05986573018098641,0.8812959169827413,Urban
DAL,0.05675870527981424,0.08106513861970169,0.862176156100484,Urban
DAR,0.015327780047244374,0.07607054686251177,0.9086016730902439,Urban
DEB,0.4349948150708607,0.3456619426201175,0.21934324230902177,Sparse and rural
DEN,0.2186298277879953,0.2905241598394917,0.49084601237251296,Rural
DER,0.0,0.0,1.0,Urban
DGY,0.4438062609162972,0.25009404809888486,0.30609969098481793,Sparse and rural
DNC,0.05116547500721408,0.09440187245503222,0.8544326525377537,Urban
DND,0.0066166622019823195,0.0,0.9933833377980177,Urban
DOV,0.13320804869170666,0.19306532578239413,0.6737266255258992,Urban with rural areas
DRS,0.245855477115888,0.07770154147166917,0.6764429814124429,Urban with rural areas
DST,0.24973052088727318,0.2038583068257474,0.5464111722869794,Urban with rural areas
DUD,0.0,0.0,1.0,Urban
DUR,0.07075726191958408,0.36603130765486874,0.5632114304255472,Rural
EAL,0.0,0.0,1.0,Urban
EAS,0.0,0.0,1.0,Urban
EAT,0.0,0.08425410228769913,0.9157458977123009,Urban
EAY,0.28910745020899925,0.2961970330300795,0.41469551676092126,Rural
ECA,0.19449020480854853,0.5308993766696349,0.27461041852181656,Rural
EDE,0.329899373820787,0.2630499576166908,0.4070506685625222,Rural
EDH,0.008587811708227764,0.030752671784809404,0.9606595165069628,Urban
EDN,0.6131673332957768,0.08243667023454078,0.30439599646968246,Sparse and rural
EDU,0.038843888070692195,0.08001656848306332,0.8811395434462445,Urban
EHA,0.17899892075743207,0.1822448245413219,0.6387562547012461,Urban with rural areas
EHE,0.18791569837326708,0.11733712637230548,0.6947471752544274,Urban with rural areas
ELI,0.34690637634325144,0.2589767651894134,0.3941168584673351,Rural
ELM,0.0,0.010183120728096786,0.9898168792719032,Urban
ELN,0.2572415725091045,0.3054813708095994,0.43727705668129613,Rural
ELS,0.7059505988023952,0.2940494011976048,0.0,Sparse and rural
ENF,0.005299675847978094,0.0,0.9947003241520219,Urban
EPP,0.11480837427575576,0.16211680550387655,0.7230748202203677,Urban with rural areas
EPS,0.0,0.04028427201805847,0.9597157279819415,Urban
ERE,0.0,0.0,1.0,Urban
ERW,0.026651313723437663,0.09206531979482885,0.8812833664817334,Urban
ERY,0.17713300876681332,0.25551553024418694,0.5673514609889997,Urban with rural areas
ESK,0.20381943470121583,0.159203242190162,0.6369773231086222,Urban with rural areas
EST,0.10896504500893499,0.10676052574444278,0.7842744292466223,Urban with rural areas
EXE,0.0,0.0,1.0,Urban
FAL,0.0857293803219591,0.019255391882652743,0.8950152277953881,Urban
FAR,0.0,0.0,1.0,Urban
FEN,0.13109474717722142,0.08183603338242514,0.7870692194403535,Urban with rural areas
FIF,0.16681836434212288,0.16000267701780216,0.6731789586400749,Urban with rural areas
FLN,0.13997437540038438,0.1444650864830237,0.7155605381165919,Urban with rural areas
FMO,0.6933160705615795,0.02241037129155629,0.28427355814686417,Sparse and rural
FOE,0.40524939221808715,0.2466499982717102,0.34810060951020266,Sparse and rural
FYL,0.03967566229264669,0.14325328051497896,0.8170710571923744,Urban with rural areas
GAT,0.007141619855979807,0.06292841058127738,0.9299299695627428,Urban
GED,0.02156985818009093,0.15966614643414534,0.8187639953857637,Urban with rural areas
GLG,0.005141205458680818,0.0,0.9948587945413192,Urban
GLO,0.0,0.0,1.0,Urban
GOS,0.0,0.0,1.0,Urban
GRA,0.054339389745555876,0.12056405988460711,0.825096550369837,Urban with rural areas
GRE,0.0,0.0,1.0,Urban
GRT,0.15723029839326702,0.07061168606290018,0.7721580155438328,Urban with rural areas
GRY,0.055518643794797456,0.2803011999677861,0.6641801562374164,Urban with rural areas
GWN,0.4145391779062299,0.4415542710340398,0.14390655105973024,Rural
HAA,0.021201077483758518,0.0,0.9787989225162415,Urban
HAE,0.4495600148481342,0.36451077581500974,0.18592920933685614,Sparse and rural
HAG,0.2876932929596906,0.05230956718543067,0.6599971398548787,Urban with rural areas
HAL,0.0,0.014125647167915926,0.985874352832084,Urban
HAO,0.2678478151950281,0.3869647254469283,0.3451874593580436,Rural
HAR,0.0,0.0,1.0,Urban
HAS,0.0,0.0,1.0,Urban
HAT,0.14691005737949792,0.18613826707735415,0.6669516755431479,Urban with rural areas
HAV,0.0,0.0,1.0,Urban
HCK,0.0,0.0,1.0,Urban
HEF,0.424250911561662,0.10511874938407996,0.470630339054258,Sparse and rural
HER,0.024495086685919615,0.1190442150611424,0.856460698252938,Urban
HIG,0.1353355060108346,0.16759113374916365,0.6970733602400018,Urban with rural areas
HIL,0.0046469188907354905,0.020432104800078208,0.9749209763091863,Urban
HIN,0.1139336727478433,0.20808584358648,0.6779804836656768,Urban with rural areas
HLD,0.48718568460331596,0.21166518254674976,0.3011491328499343,Sparse and rural
HMF,0.0,0.0,1.0,Urban
HNS,0.0,0.0,1.0,Urban
HOR,0.16502423656557086,0.43630686204282604,0.3986689013916031,Rural
HPL,0.026862261512016483,0.0,0.9731377384879835,Urban
HRW,0.0,0.0,1.0,Urban
HRY,0.0,0.0,1.0,Urban
HUN,0.16669757196720666,0.3967229143136495,0.4365795137191439,Rural
HYN,0.0,0.07926656219537777,0.9207334378046222,Urban
IOS,1.0,0.0,0.0,Sparse and rural
IOW,0.08766249797208174,0.21199681175980983,0.7003406902681084,Urban with rural areas
IPS,0.0,0.0,1.0,Urban
ISL,0.0,0.0,1.0,Urban
IVC,0.00967866323907455,0.13529562982005142,0.855025706940874,Urban
KEC,0.0,0.0,1.0,Urban
KHL,0.0,0.0,1.0,Urban
KIN,0.3815025465210757,0.19462555240680923,0.4238719010721151,Sparse and rural
KIR,0.01741752257342759,0.07955669449074211,0.9030257829358302,Urban
KTT,0.0,0.0,1.0,Urban
KWL,0.0,0.0,1.0,Urban
LAC,0.13232857201550283,0.15585669483285172,0.7118147331516455,Urban with rural areas
LBC,0.24388344085162475,0.16131072453347714,0.5948058346148981,Urban with rural areas
LBH,0.0,0.0,1.0,Urban
LCE,0.0,0.0,1.0,Urban
LDS,0.01074969204641305,0.03938527799036487,0.9498650299632221,Urban
LEE,0.13575357322694348,0.10009877212689314,0.7641476546461634,Urban with rural areas
LEW,0.0,0.0,1.0,Urban
LIC,0.0,0.0,1.0,Urban
LIF,0.1109530719004162,0.19421321929054183,0.6948337088090419,Urban with rural areas
LIV,0.0,0.0,1.0,Urban
LND,0.0,0.0,1.0,Urban
LUT,0.0,0.0,1.0,Urban
MAI,0.11100764727107655,0.16113975766182068,0.7278525950671028,Urban with rural areas
MAL,0.2848935711425315,0.37461109570896095,0.34049533314850755,Rural
MAN,0.0,0.0,1.0,Urban
MAS,0.0,0.12788963801194733,0.8721103619880527,Urban
MAV,0.4127805026811355,0.10594932526874888,0.48127017205011563,Sparse and rural
MDB,0.0,0.0,1.0,Urban
MDE,0.3523101408074255,0.37512604633645563,0.27256381285611886,Rural
MDW,0.02216789442697339,0.08386823475351456,0.893963870819512,Urban
MEA,0.27321223434807584,0.1726809304997128,0.5541068351522114,Urban with rural areas
MEL,0.3243570466129001,0.13530824659727783,0.5403347067898221,Urban with rural areas
MEN,0.3212731535553306,0.12363847145440231,0.5550883749902671,Urban with rural areas
MIK,0.04143147144071225,0.03423180693023377,0.924336721629054,Urban
MLN,0.17034393251135627,0.07428077006272983,0.7553752974259139,Urban with rural areas
MOL,0.17724797982692417,0.08283569258983323,0.7399163275832426,Urban with rural areas
MON,0.23859816048208055,0.20346759699756845,0.557934242520351,Urban with rural areas
MRT,0.0,0.0,1.0,Urban
MRY,0.4076810686704237,0.22733249843456482,0.3649864328950115,Sparse and rural
MSS,0.10309756194461735,0.0552171206844036,0.8416853173709791,Urban
MSU,0.48402714278839215,0.2549112084315896,0.2610616487800183,Sparse and rural
MTY,0.0,0.10743294765109572,0.8925670523489043,Urban
MUL,0.6869213734959045,0.14071796376830928,0.17236066273578612,Sparse and rural
NAY,0.10166246103606946,0.18630696155558854,0.712030577408342,Urban with rural areas
NBL,0.17855126940707244,0.27655582227680703,0.5448929083161205,Rural
NDE,0.2944567399248546,0.2579134283802563,0.44762983169488907,Rural
NEA,0.151697829620735,0.3987142728780193,0.4495878975012457,Rural
NEC,0.11082269141925664,0.0902032586274828,0.7989740499532606,Urban with rural areas
NED,0.12133606670477617,0.05569572845006012,0.8229682048451638,Urban
NEL,0.015379505273779008,0.08487556639070461,0.8997449283355163,Urban
NET,0.005686546463245492,0.02397463839904894,0.9703388151377056,Urban
NEW,0.10963650700221006,0.16396610508312695,0.726397387914663,Urban with rural areas
NGM,0.0,0.0,1.0,Urban
NHE,0.10351126750018717,0.06801677023283671,0.8284719622669762,Urban
NKE,0.2160971646067656,0.3929521447205235,0.39095069067271093,Rural
NLK,0.09092773237249904,0.0815068693792659,0.827565398248235,Urban
NLN,0.1533907552294941,0.28127249088756295,0.5653367538829429,Urban with rural areas
NMD,0.5532469388989383,0.24027512796969414,0.20647793313136756,Sparse and rural
NNO,0.500338620906741,0.37660367999847383,0.12305769909478524,Sparse and rural
NNT,0.07663657144169912,0.22297747452818267,0.7003859540301182,Urban with rural areas
NOW,0.0,0.0,1.0,Urban
NSM,0.11339582984580474,0.05760002232018303,0.8290041478340122,Urban
NTL,0.05956110665317657,0.158608659247113,0.7818302340997104,Urban with rural areas
NTY,0.0,0.052146811406694145,0.9478531885933058,Urban
NUN,0.0,0.0,1.0,Urban
NWA,0.20522799705810246,0.5294802647707771,0.2652917381711204,Rural
NWL,0.16197121927208502,0.2929708235612049,0.5450579571667101,Rural
NWM,0.0,0.0,1.0,Urban
NWP,0.007266802865344333,0.09910393338333032,0.8936292637513253,Urban
OAD,0.0,0.0,1.0,Urban
OLD,0.005562818944793556,0.0,0.9944371810552064,Urban
ORK,0.6896722047597665,0.3103277952402335,0.0,Sparse and rural
OXO,0.0,0.009077969525833514,0.9909220304741665,Urban
PEM,0.41224626047147467,0.3543292692619498,0.23342447026657553,Rural
PEN,0.03753039777661977,0.08023927392739275,0.8822303282959875,Urban
PKN,0.4678710102007239,0.21359657782165187,0.3185324119776242,Sparse and rural
PLY,0.0,0.0,1.0,Urban
POR,0.0,0.0,1.0,Urban
POW,0.5526258164382527,0.31188130026050515,0.13549288330124212,Sparse and rural
PRE,0.05529744646662242,0.012540608516435533,0.932161945016942,Urban
PTE,0.03719488378761884,0.07139360918426374,0.8914115070281174,Urban
RCC,0.020605176813707618,0.28767043383157126,0.6917243893547211,Urban with rural areas
RCH,0.0,0.0,1.0,Urban
RCT,0.0072285960607467335,0.2390659194906824,0.7537054844485709,Urban with rural areas
RDB,0.0,0.0,1.0,Urban
RDG,0.0,0.0,1.0,Urban
RED,0.016115222669215702,0.0,0.9838847773307843,Urban
REI,0.0,0.012672439293301422,0.9873275607066986,Urban
RFW,0.05394193188163037,0.08687325516471245,0.8591848129536572,Urban
RIB,0.27473393772171856,0.3685455262120615,0.35672053606621995,Rural
RIC,0.0,0.0,1.0,Urban
RIH,0.39257398101619206,0.32856876977479993,0.278857249209008,Rural
ROC,0.06763345847449867,0.051803864115007786,0.8805626774104935,Urban
ROH,0.28791631973355536,0.23508534554537885,0.4769983347210658,Rural
ROS,0.0,0.02621639014017515,0.9737836098598248,Urban
ROT,0.005308747565097151,0.08504169005806089,0.9096495623768419,Urban
RUG,0.15348602377564602,0.10650387845963188,0.740010097764722,Urban with rural areas
RUH,0.0,0.0,1.0,Urban
RUN,0.0,0.0,1.0,Urban
RUS,0.13201436434420727,0.4302926567324473,0.4376929789233454,Rural
RUT,0.3639391890199614,0.3059082826157738,0.3301525283642648,Rural
RYE,0.4872517154207295,0.25119176598049836,0.2615565185987721,Sparse and rural
SAL,0.022323714062457898,0.06483577183197263,0.9128405141055694,Urban
SAW,0.0,0.0,1.0,Urban
SAY,0.21436817334162153,0.09803747446940769,0.6875943521889708,Urban with rural areas
SCA,0.22625498158228882,0.5260802333329143,0.2476647850847969,Rural
SCB,0.481490780019046,0.27201108129166307,0.24649813868929096,Sparse and rural
SCE,0.1660950559504216,0.15080408617376354,0.6831008578758149,Urban with rural areas
SDE,0.14177566869598457,0.29716299493758214,0.5610613363664333,Rural
SEG,0.24630209940086703,0.18834532140479632,0.5653525791943367,Urban with rural areas
SEL,0.2686382696976385,0.4039615978812624,0.3274001324210991,Rural
SEV,0.1875031055900621,0.23992546583850932,0.5725714285714286,Urban with rural areas
SFT,0.0,0.007137947252270178,0.9928620527477299,Urban
SGC,0.07921274812078866,0.05611151448825471,0.8646757373909566,Urban
SHA,0.4136246609351294,0.39509677715967084,0.19127856190519976,Rural
SHE,0.139571312258841,0.24885836666784664,0.6115703210733123,Urban with rural areas
SHF,0.005481719338021691,0.00846195539733916,0.9860563252646392,Urban
SHN,0.0,0.03905086247473489,0.9609491375252651,Urban
SHO,0.33819551879097864,0.2691672191877414,0.39263726202127996,Rural
SHR,0.3172998366013072,0.25527332144979203,0.4274268419489008,Rural
SKE,0.18124052126046172,0.12475425490085941,0.6940052238386789,Urban with rural areas
SKP,0.0,0.0,1.0,Urban
SLA,0.31035893727161995,0.29584728989037756,0.39379377283800243,Rural
SLF,0.0,0.0,1.0,Urban
SLG,0.0,0.0,1.0,Urban
SLK,0.1008049168564565,0.10656724799550744,0.792627835148036,Urban with rural areas
SND,0.0,0.006063988765056445,0.9939360112349436,Urban
SNO,0.3632453151618399,0.2784639409426462,0.3582907438955139,Rural
SOL,0.01583369536081045,0.08445099688502315,0.8997153077541664,Urban
SOS,0.0,0.0,1.0,Urban
SOX,0.22631056547723802,0.2446975509830561,0.5289918835397059,Rural
SPE,0.0,0.0,1.0,Urban
SRI,0.01165288659421598,0.0,0.9883471134057841,Urban
SSO,0.30639460631441384,0.3194570673319671,0.37414832635361905,Rural
SST,0.10519762353694546,0.2980362161585257,0.5967661603045288,Urban with rural areas
STA,0.18941579254079255,0.1374562937062937,0.6731279137529137,Urban with rural areas
STE,0.0,0.0,1.0,Urban
STF,0.23733428150556204,0.06769949713008584,0.6949662213643522,Urban with rural areas
STG,0.3357817641439338,0.13637618087251885,0.5278420549835474,Urban with rural areas
STH,0.0,0.0,1.0,Urban
STN,0.0,0.0,1.0,Urban
STO,0.20757060451468773,0.07498082758160782,0.7174485679037045,Urban with rural areas
STR,0.326876662208489,0.44265092468754325,0.23047241310396777,Rural
STT,0.039883859983379615,0.0,0.9601161400166204,Urban
STV,0.0,0.0,1.0,Urban
STY,0.0,0.0,1.0,Urban
SUR,0.0,0.1431610772073232,0.8568389227926768,Urban
SWA,0.04601344977388023,0.06807075504164085,0.8859157951844789,Urban
SWD,0.031162097815862787,0.0733326432425864,0.8955052589415509,Urban
SWK,0.0,0.0,1.0,Urban
SWL,0.15595474473954238,0.09817966178489093,0.7458655934755667,Urban with rural areas
SWT,0.23478064661702608,0.11211036972568739,0.6531089836572865,Urban with rural areas
TAM,0.0,0.0,1.0,Urban
TAN,0.09296599303294036,0.2285059401559078,0.6785280668111519,Urban with rural areas
TAW,0.0,0.0,1.0,Urban
TEI,0.12024179542794958,0.30732765367500725,0.5724305508970432,Rural
TEN,0.11685919173586425,0.23918368460913886,0.6439571236549969,Urban with rural areas
TES,0.24982561826252378,0.06612238427393785,0.6840519974635384,Urban with rural areas
TEW,0.16453551394984162,0.11398772877003546,0.721476757280123,Urban with rural areas
TFW,0.05418283719016535,0.0,0.9458171628098346,Urban
THA,0.031517312326489196,0.035110835529375294,0.9333718521441355,Urban
THE,0.02008079465940872,0.03037836331879601,0.9495408420217952,Urban
THR,0.015010812144016611,0.11353038011712678,0.8714588077388566,Urban
TOB,0.0,0.0,1.0,Urban
TOF,0.0,0.08369429869839615,0.9163057013016038,Urban
TON,0.09759142811740937,0.2572926834805112,0.6451158884020795,Urban with rural areas
TOR,0.4464089530812838,0.11992617223548713,0.43366487468322906,Sparse and rural
TRF,0.006256477666270634,0.0,0.9937435223337293,Urban
TUN,0.18001415046662847,0.19922677807351505,0.6207590714598564,Urban with rural areas
TWH,0.0,0.0,1.0,Urban
UTT,0.3693746987423864,0.4403071732176504,0.1903181280399632,Rural
VAL,0.150404023322329,0.26936848838662714,0.5802274882910439,Urban with rural areas
VGL,0.11437490174942172,0.07647450724995696,0.8091505910006214,Urban with rural areas
WAE,0.1546529668798683,0.12214235957190805,0.7232046735482237,Urban with rural areas
WAT,0.0,0.0,1.0,Urban
WAW,0.06959854750857374,0.030670664264397962,0.8997307882270283,Urban
WBK,0.1904449353108236,0.17093089302619122,0.6386241716629851,Urban with rural areas
WDE,0.48969460176356727,0.28546849236504407,0.22483690587138863,Sparse and rural
WDU,0.006926796356685033,0.0,0.993073203643315,Urban
WEA,0.2542932342467874,0.1854466635702121,0.5602601021830005,Urban with rural areas
WEW,0.036434417236250745,0.054354981591801244,0.909210601171948,Urban
WFT,0.0,0.0,1.0,Urban
WGN,0.0045700446050958125,0.028594726497130792,0.9668352288977734,Urban
WIL,0.27932259251555924,0.19541262019423067,0.5252647872902101,Urban with rural areas
WIN,0.26852689834132903,0.30861211446511666,0.4228609871935543,Rural
WKF,0.03273501917820804,0.1371098325639082,0.8301551482578837,Urban with rural areas
WLA,0.1716532815425262,0.22040837751299144,0.6079383409444824,Urban with rural areas
WLI,0.3864028348333281,0.3587234887683318,0.2548736763983401,Rural
WLL,0.0,0.0053524264566796745,0.9946475735433203,Urban
WLN,0.07594210813762971,0.10394320043691972,0.8201146914254506,Urban with rural areas
WLV,0.0,0.0,1.0,Urban
WND,0.0,0.0,1.0,Urban
WNM,0.0429528073859809,0.04795868499953772,0.9090885076144813,Urban
WNT,0.1408344648808789,0.18495000617207752,0.6742155289470436,Urban with rural areas
WOC,0.0,0.0,1.0,Urban
WOI,0.0,0.0,1.0,Urban
WOK,0.0506664952459984,0.10395689549377918,0.8453766092602224,Urban
WOT,0.0,0.0,1.0,Urban
WOX,0.25740444492647524,0.30861419158916514,0.4339813634843596,Rural
WRL,0.004391826203431365,0.0,0.9956081737965686,Urban
WRT,0.01512280133705372,0.08817507404268286,0.8967021246202634,Urban
WRX,0.10145119412755503,0.18722095956809873,0.7113278463043462,Urban with rural areas
WSK,0.1884163199195733,0.19983244435756375,0.6117512357228629,Urban with rural areas
WSM,0.0,0.0,1.0,Urban
WYC,0.34697488275787475,0.23476238671745228,0.418262730524673,Rural
WYE,0.0538843530027347,0.1526196799320769,0.7934959670651884,Urban with rural areas
WYR,0.11146300773478691,0.18276221998197892,0.7057747722832342,Urban with rural areas
YOR,0.026066148192462182,0.11883599692333989,0.855097854884198,Urban
ZET,0.7013525305410122,0.2986474694589878,0.0,Sparse and rural
CAM,0.14763509946644185,0.32182569617328477,0.5305392043602734,Rural
CMA,0.248184043582954,0.2818512355703463,0.46996472084669966,Rural
DBY,0.10853824745170638,0.15540915965486224,0.7360525928934314,Urban with rural areas
DEV,0.2689266240847484,0.2419492132730955,0.4891241626421561,Rural
ESS,0.10290097496019646,0.1517295655554802,0.7453694594843233,Urban with rural areas
ESX,0.14849191266068348,0.11282435049144965,0.7386837368478668,Urban with rural areas
GLS,0.17032979107476415,0.12195049209662988,0.707719716828606,Urban with rural areas
HAM,0.10517727490376423,0.11096444086327938,0.7838582842329564,Urban with rural areas
HRT,0.05322571560437454,0.056795225633218135,0.8899790587624073,Urban
KEN,0.11753748684048294,0.1500681291513732,0.7323943840081438,Urban with rural areas
LAN,0.08095432116274895,0.11625439929037489,0.8027912795468761,Urban with rural areas
LEC,0.12056418208466979,0.18352627964115528,0.6959095382741749,Urban with rural areas
LIN,0.24090018181244943,0.22169821235273718,0.5374016058348134,Urban with rural areas
NFK,0.2680322992861549,0.22360205340618666,0.5083656473076584,Rural
NTT,0.0770649003168225,0.18695183911598795,0.7359832605671895,Urban with rural areas
NYK,0.31381562128875473,0.2330314179667149,0.45315296074453043,Rural
OXF,0.16927365336209477,0.1716201582553454,0.6591061883825599,Urban with rural areas
SFK,0.22156038615616996,0.17352203323044593,0.6049175806133841,Urban with rural areas
SOM,0.2765298590421984,0.1932678198230246,0.530202321134777,Urban with rural areas
SRY,0.055692187829157455,0.060712936243349974,0.8835948759274925,Urban
STS,0.11583746418663877,0.12657692482604938,0.7575856109873118,Urban with rural areas
WAR,0.14300100530684354,0.18714106998562116,0.6698579247075354,Urban with rural areas
WOR,0.16203469030826506,0.10171437395306368,0.7362509357386713,Urban with rural areas
WSX,0.09155073034098012,0.13959119424060742,0.7688580754184124,Urban with rural areas
CPCA,0.1215336365208531,0.26263852600386073,0.6158278374752861,Urban with rural areas
GLA,0.0007240580188170282,0.0006996214791158526,0.9985763205020671,Urban
GMCA,0.002576096225040431,0.0044133941487174535,0.9930105096262422,Urban
LCR,0.0009125772772747095,0.006960085165328476,0.9921273375573968,Urban
NECA,0.03355443949587795,0.17955256152925061,0.7868929989748714,Urban with rural areas
NTCA,0.07116580469461704,0.12875329915851205,0.800080896146871,Urban with rural areas
SCR,0.020356701821123903,0.05040240734695036,0.9292408908319257,Urban
TVCA,0.02851567585480454,0.07117749399358526,0.9003068301516102,Urban
WECA,0.048875924871940805,0.03306496827190173,0.9180591068561574,Urban
WMCA,0.0011698454410856822,0.006761269579374662,0.9920688849795397,Urban
WYCA,0.017857472060721923,0.07023115848485018,0.9119113694544279,Urban
